Time		Cap_one		Cap_two		Cap_three		Cap_four
  239.8557		5490526		2591087		1894307		2387514	
  240.0490		5496485		2589623		1828108		2386922	
  240.2517		5484412		2588578		1839841		2385576	
  240.4456		5495491		2594013		1857333		2387837	
  240.6455		5498732		2592550		1908569		2383423	
  240.8435		5486346		2589257		1890001		2385738	
  241.0429		5493871		2589728		1898075		2385630	
  241.2396		5496589		2589519		1832252		2383962	
  241.4407		5495125		2593281		1819820		2382778	
  241.6373		5497896		2588787		1840810		2383746	
  241.8372		5485927		2591975		1804804		2383262	
  242.0338		5489377		2588735		1808679		2386222	
  242.2352		5494655		2591243		1818851		2386922	
  242.4318		5495805		2589728		1883112		2385522	
  242.6317		5494498		2591348		1844254		2384069	
  242.8283		5496537		2594118		1866698		2386007	
  243.0300		5499202		2591139		1836020		2383423	
  243.2264		5507355		2593334		1901519		2385092	
  243.4266		5498575		2591662		1912175		2385738	
  243.6234		5499045		2590303		1835374		2384446	
  243.8235		5491990		2591139		1882467		2384607	
  244.0204		5496380		2589832		1922616		2382347	
  244.2217		5501763		2592236		1877461		2379979	
  244.4176		5502233		2589414		1853027		2382993	
  244.6150		5471660		2590564		1851951		2385199	
  244.8153		5488436		2590093		1784514		2385684	
  245.0117		5493662		2589728		1838819		2385899	
  245.2130		5496171		2590616		1871164		2387245	
  245.4094		5496955		2591557		1793879		2390420	
  245.6094		5504637		2591034		1861853		2382024	
  245.8070		5486085		2591034		1821919		2382132	
  246.0070		5494864		2591870		1862661		2387837	
  246.2036		5501710		2590616		1832522		2390151	
  246.4077		5497059		2588630		1865998		2384338	
  246.6014		5495282		2591609		1845169		2384123	
  246.8014		5488698		2590512		1885265		2388321	
  246.9979		5489272		2591923		1912444		2389667	
  247.1997		5500090		2588839		1853242		2384931	
  247.3963		5491363		2592550		1800553		2384338	
  247.5966		5497425		2587533		1803459		2385576	
  247.7933		5495910		2591557		1763740		2385953	
  247.9938		5487234		2590773		1883005		2387029	
  248.1907		5501710		2591452		1765731		2392411	
  248.3911		5491520		2590407		1859109		2387675	
  248.5881		5505003		2590982		1891078		2384016	
  248.7887		5494342		2589937		1820197		2383423	
  248.9852		5491833		2591191		1831984		2385792	
  249.1816		5493662		2590616		1857333		2386760	
  249.3819		5501606		2591034		1818690		2382239	
  249.5794		5494237		2590982		1780747		2385469	
  249.7800		5487704		2589885		1830100		2384715	
  249.9764		5502808		2589780		1845492		2387245	
  250.1764		5495700		2590303		1856095		2385415	
  250.3739		5494185		2591191		1808087		2386491	
  250.5828		5496327		2591191		1755182		2379279	
  250.7702		5502129		2591609		1831284		2380625	
  250.9716		5500770		2591139		1762448		2384984	
  251.1682		5499515		2591452		1828916		2390635	
  251.3690		5501972		2591609		1825956		2382509	
  251.5662		5499411		2591714		1850713		2386653	
  251.7660		5493924		2590093		1865460		2388214	
  251.9692		5486450		2592864		1852650		2387944	
  252.1631		5479029		2591191		1861369		2384016	
  252.3599		5478716		2593177		1869604		2383316	
  252.5606		5485719		2591662		1857279		2384446	
  252.7574		5484830		2591087		1748670		2384446	
  252.9619		5490997		2588787		1872402		2384823	
  253.1547		5485196		2591191		1837312		2387837	
  253.3582		5493349		2591348		1794471		2384446	
  253.5520		5484674		2591348		1835105		2387514	
  253.7490		5490997		2592132		1879130		2386437	
  253.9487		5498104		2590251		1802383		2385092	
  254.1454		5491833		2590041		1861423		2387783	
  254.3473		5493662		2590982		1806419		2384715	
  254.5430		5503435		2592132		1842478		2384607	
  254.7432		5497530		2591087		1846784		2386114	
  254.9411		5491311		2591034		1866321		2384877	
  255.1409		5489429		2590407		1790704		2384931	
  255.3376		5494394		2591400		1815192		2385307	
  255.5385		5494916		2589205		1798400		2379602	
  255.7343		5486555		2590407		1882090		2388967	
  255.9360		5492878		2590564		1859432		2386060	
  256.1327		5497373		2589466		1832360		2382939	
  256.3330		5488384		2587742		1850767		2387245	
  256.5295		5500090		2590721		1843878		2385146	
  256.7298		5488175		2590773		1872456		2391335	
  256.9265		5491520		2592289		1873533		2389720	
  257.1266		5482478		2590564		1798669		2388160	
  257.3236		5488750		2589101		1838065		2388859	
  257.5247		5490683		2592916		1845654		2388214	
  257.7219		5504219		2591191		1884835		2385469	
  257.9181		5492722		2589362		1872887		2387191	
  258.1186		5491415		2590721		1845223		2382939	
  258.3152		5501815		2588317		1869981		2378795	
  258.5164		5491467		2588787		1845869		2386330	
  258.7139		5497634		2589989		1831553		2383854	
  258.9128		5495125		2592079		1849421		2384500	
  259.1104		5491363		2589048		1804159		2383692	
  259.3108		5479761		2592289		1891993		2383423	
  259.5073		5498261		2589153		1845439		2380140	
  259.7085		5490997		2590825		1829669		2382993	
  259.9041		5487861		2591818		1827786		2387083	
  260.1057		5500613		2590303		1829023		2384984	
  260.3021		5495910		2591662		1819766		2383477	
  260.5028		5490736		2593700		1881444		2387837	
  260.6995		5488384		2588787		1825740		2384554	
  260.8997		5489481		2590041		1801737		2387299	
  261.0962		5499672		2592132		1780801		2386868	
  261.2967		5496380		2586906		1811317		2383101	
  261.4939		5495073		2591034		1807496		2381217	
  261.6951		5486868		2591348		1793987		2383101	
  261.8911		5481642		2587690		1868958		2383908	
  262.0872		5481642		2588212		1829831		2390851	
  262.2896		5491676		2590198		1911637		2384823	
  262.4854		5490736		2590982		1921217		2384769	
  262.6856		5493871		2590668		1805342		2382616	
  262.8818		5495700		2589832		1816268		2387029	
  263.0833		5489220		2590146		1800929		2385199	
  263.2846		5495439		2587376		1871972		2386491	
  263.4799		5485614		2591609		1837312		2387514	
  263.6764		5495596		2591766		1835482		2388214	
  263.8775		5494185		2592916		1937794		2387137	
  264.0749		5502024		2588160		1814331		2386868	
  264.2759		5485614		2591714		1807818		2386330	
  264.4726		5492826		2590093		1856687		2390474	
  264.6729		5486137		2590146		1827301		2385522	
  264.8685		5500352		2591923		1882951		2383208	
  265.0701		5491520		2591400		1824072		2384931	
  265.2666		5494551		2592550		1810079		2383962	
  265.4670		5481642		2590825		1847430		2385738	
  265.6640		5501031		2589153		1867881		2389720	
  265.8641		5491572		2590146		1912068		2385684	
  266.0608		5494028		2589623		1839895		2386168	
  266.2610		5493610		2592393		1875578		2384446	
  266.4580		5488227		2592027		1824556		2382401	
  266.6580		5495021		2589519		1846300		2383585	
  266.8549		5476521		2592184		1877461		2381970	
  267.0567		5489220		2589885		1822673		2384123	
  267.2571		5488123		2588578		1872672		2387029	
  267.4496		5496223		2589362		1806419		2386222	
  267.6512		5493819		2590355		1877408		2386653	
  267.8461		5501606		2590093		1876116		2386330	
  268.0475		5478768		2591870		1846084		2389021	
  268.2444		5496014		2588630		1858894		2389828	
  268.4442		5502547		2589048		1842532		2383585	
  268.6417		5494289		2589623		1791888		2387837	
  268.8417		5492147		2589466		1797108		2384231	
  269.0404		5495753		2592289		1861477		2389990	
  269.2396		5499777		2590407		1795494		2386007	
  269.4363		5486137		2589362		1878323		2389236	
  269.6365		5498418		2587690		1824072		2384285	
  269.8329		5513678		2590146		1882843		2386545	
  270.0334		5494969		2591662		1823534		2384877	
  270.2301		5491781		2591609		1729994		2383800	
  270.4306		5494760		2591191		1820251		2382778	
  270.6275		5491415		2591243		1810563		2387137	
  270.8282		5495857		2589205		1865567		2381809	
  271.0247		5490736		2592184		1821058		2385953	
  271.2246		5501710		2588055		1861423		2384069	
  271.4218		5496223		2589257		1879560		2386114	
  271.6185		5484203		2592393		1833867		2389290	
  271.8200		5511118		2592236		1760457		2391604	
  272.0161		5491990		2591400		1796516		2382616	
  272.2175		5491990		2590825		1850659		2389129	
  272.4147		5495857		2589885		1835320		2386975	
  272.6144		5500247		2593700		1844793		2386599	
  272.8105		5495596		2591243		1824287		2388375	
  273.0114		5487757		2592341		1888871		2387890	
  273.2080		5493087		2591766		1818044		2386922	
  273.4081		5489690		2590564		1855234		2385361	
  273.6061		5497216		2590251		1836182		2383746	
  273.8066		5495648		2589728		1770844		2386545	
  274.0022		5492094		2589362		1760887		2382831	
  274.2027		5500509		2592393		1819067		2388267	
  274.3996		5495596		2590825		1832360		2385684	
  274.6012		5487287		2591818		1871003		2383639	
  274.7966		5487652		2589832		1856149		2388644	
  274.9980		5513887		2592550		1825202		2387299	
  275.1948		5494655		2591034		1893661		2387514	
  275.3913		5495491		2588055		1880314		2381271	
  275.5921		5495805		2588421		1861531		2385953	
  275.7903		5495387		2591504		1864276		2383262	
  275.9889		5490945		2591191		1827893		2384123	
  276.1851		5492251		2591766		1845654		2380302	
  276.3871		5486973		2591139		1863145		2387406	
  276.5835		5491258		2590146		1906148		2388052	
  276.7841		5489429		2591975		1790973		2384016	
  276.9811		5483367		2591139		1785806		2383962	
  277.1815		5487704		2588787		1876331		2386437	
  277.3781		5489638		2589519		1822511		2385307	
  277.5784		5475684		2591243		1840110		2378957	
  277.7749		5472967		2591923		1762663		2384715	
  277.9754		5486032		2589780		1766754		2385146	
  278.1717		5495648		2590146		1753514		2383692	
  278.3724		5494655		2592498		1786828		2389236	
  278.5702		5500143		2592498		1784299		2383908	
  278.7703		5485771		2591034		1842424		2380786	
  278.9695		5484830		2589676		1854642		2381647	
  279.1693		5490840		2589885		1922778		2384769	
  279.3650		5489377		2594013		1923047		2384769	
  279.5647		5494603		2590251		1844039		2380356	
  279.7618		5487234		2592184		1825794		2387137	
  279.9581		5489168		2589571		1833167		2387299	
  280.1590		5486555		2588996		1888817		2387460	
  280.3553		5495439		2586697		1785537		2380733	
  280.5557		5490526		2590355		1792426		2386545	
  280.7534		5491990		2590982		1788820		2384446	
  280.9532		5499202		2589937		1821812		2385630	
  281.1495		5481747		2591557		1895652		2379010	
  281.3523		5489429		2590407		1849852		2384446	
  281.5475		5496798		2591766		1879560		2383908	
  281.7475		5501920		2591400		1852866		2387137	
  281.9451		5492356		2589676		1802705		2381916	
  282.1451		5492617		2588892		1787367		2386114	
  282.3417		5493871		2592759		1809864		2385038	
  282.5429		5485457		2592707		1852596		2388483	
  282.7394		5499150		2589362		1853565		2385253	
  282.9400		5498679		2592132		1800499		2384446	
  283.1365		5486502		2591452		1833167		2381432	
  283.3369		5489900		2590616		1789304		2386868	
  283.5336		5491467		2591034		1829346		2387568	
  283.7339		5491154		2590930		1869711		2384715	
  283.9306		5489952		2592236		1804589		2387837	
  284.1320		5499568		2591348		1830907		2382939	
  284.3289		5496223		2592916		1808949		2383908	
  284.5291		5488698		2590303		1740166		2382293	
  284.7260		5493035		2590093		1865783		2387406	
  284.9257		5494916		2589205		1856041		2383800	
  285.1227		5490683		2587271		1769122		2386060	
  285.3190		5504376		2589623		1831284		2388052	
  285.5219		5490161		2591557		1789089		2384500	
  285.7168		5487861		2588578		1820951		2383800	
  285.9178		5481224		2591557		1851574		2381432	
  286.1162		5485875		2590825		1816860		2386007	
  286.3149		5493610		2588421		1791888		2385469	
  286.5112		5496902		2592027		1843071		2388644	
  286.7124		5474430		2593700		1819390		2383047	
  286.9101		5492878		2590093		1829400		2388483	
  287.1095		5494185		2590198		1820143		2378741	
  287.3061		5494080		2592602		1852220		2384607	
  287.5066		5489586		2591400		1794094		2386653	
  287.7032		5492460		2588578		1816107		2377127	
  287.9039		5496798		2592498		1743342		2382293	
  288.1006		5493819		2589205		1832306		2383854	
  288.3016		5510334		2591087		1858248		2385038	
  288.4976		5488541		2588369		1821381		2384554	
  288.6986		5503487		2589832		1825686		2386384	
  288.8957		5499254		2589728		1861800		2387944	
  289.0955		5491676		2589832		1753083		2384607	
  289.2927		5487077		2591243		1809917		2383208	
  289.4896		5493453		2590773		1794094		2384446	
  289.6892		5494864		2591452		1825256		2383316	
  289.8869		5488070		2592498		1767669		2383639	
  290.0873		5494551		2588630		1835805		2387029	
  290.2835		5494916		2591662		1814492		2386814	
  290.4850		5486712		2589310		1830369		2390851	
  290.6817		5492356		2588839		1859324		2383908	
  290.8815		5488384		2591034		1888548		2381378	
  291.0778		5494916		2589048		1871757		2384177	
  291.2790		5501083		2592707		1835428		2383101	
  291.4763		5485875		2590041		1820681		2383908	
  291.6765		5484987		2591034		1860293		2383962	
  291.8730		5489063		2589676		1854265		2382831	
  292.0733		5494969		2591923		1832791		2381325	
  292.2698		5497268		2589310		1856256		2382670	
  292.4706		5493035		2592132		1862661		2383962	
  292.6674		5489795		2590616		1790004		2389397	
  292.8675		5491363		2589780		1798561		2387621	
  293.0650		5484674		2588892		1845923		2387406	
  293.2658		5482165		2589466		1754214		2384984	
  293.4624		5479186		2589780		1831714		2388214	
  293.6658		5501136		2592184		1822780		2387675	
  293.8589		5505473		2590564		1861315		2387029	
  294.0565		5489586		2591139		1813039		2384177	
  294.2569		5493767		2589989		1823749		2385792	
  294.4552		5489011		2590198		1864868		2391658	
  294.6538		5488802		2590512		1817452		2384769	
  294.8514		5478663		2591504		1851305		2390312	
  295.0517		5494185		2592079		1844793		2383154	
  295.2485		5494133		2589832		1837688		2383692	
  295.4490		5490997		2593073		1828001		2386491	
  295.6456		5494342		2591087		1802598		2382401	
  295.8456		5493087		2591191		1879560		2389936	
  296.0425		5492303		2591087		1813523		2385845	
  296.2447		5483001		2589937		1839949		2385469	
  296.4410		5489272		2590982		1801522		2386760	
  296.6411		5489272		2591504		1769499		2384554	
  296.8368		5489586		2589205		1894845		2386060	
  297.0393		5493714		2589362		1835105		2383746	
  297.2351		5501815		2589414		1850121		2388698	
  297.4355		5495021		2591609		1814492		2385845	
  297.6347		5496641		2592498		1881713		2386437	
  297.8286		5486607		2591243		1836128		2384069	
  298.0298		5493244		2591243		1823749		2380679	
  298.2256		5496327		2591923		1771328		2385738	
  298.4260		5471660		2590093		1834675		2384877	
  298.6234		5494342		2586697		1817668		2381432	
  298.8241		5490736		2591662		1842855		2385522	
  299.0201		5483733		2590459		1781769		2384285	
  299.2216		5487182		2592236		1864222		2386491	
  299.4196		5493871		2589989		1818744		2386384	
  299.6179		5491206		2592864		1829831		2383154	
  299.8148		5499620		2590512		1826386		2386384	
  300.0153		5487600		2588996		1798830		2378364	
  300.2123		5490213		2590041		1799907		2383154	
  300.4135		5496693		2590251		1796247		2386060	
  300.6100		5488384		2588787		1857602		2386168	
  300.8105		5491886		2590407		1835374		2382132	
  301.0070		5492512		2592079		1737583		2383262	
  301.2077		5503069		2590982		1745872		2387944	
  301.4042		5487652		2593752		1848775		2384984	
  301.6047		5500404		2589414		1853781		2384769	
  301.8015		5489847		2589989		1854050		2380194	
  302.0016		5491258		2591714		1890217		2380194	
  302.1986		5481328		2591243		1750123		2386168	
  302.3988		5479447		2591400		1867666		2380356	
  302.5958		5487443		2590825		1784407		2381647	
  302.7961		5481067		2590041		1791296		2383908	
  302.9931		5494864		2591034		1746679		2385469	
  303.1895		5489586		2590407		1756474		2379279	
  303.3911		5496798		2591296		1763201		2381001	
  303.5872		5505108		2590198		1828054		2384931	
  303.7874		5507616		2587846		1820843		2383585	
  303.9849		5485927		2591714		1875524		2385146	
  304.1851		5489847		2589362		1801198		2384823	
  304.3815		5490945		2590878		1843555		2380948	
  304.5828		5491520		2590564		1891024		2380625	
  304.7794		5492931		2591923		1844900		2385684	
  304.9797		5476730		2589362		1846246		2387514	
  305.1765		5496119		2590878		1843878		2381055	
  305.3768		5491624		2589310		1862015		2386330	
  305.5737		5491990		2588735		1855557		2383208	
  305.7753		5489743		2588944		1828324		2381970	
  305.9716		5494185		2592811		1822834		2382724	
  306.1719		5505735		2591662		1857602		2385361	
  306.3688		5481433		2592916		1805074		2386168	
  306.5689		5489534		2589885		1832360		2387083	
  306.7652		5490213		2590041		1837097		2384069	
  306.9677		5493087		2588682		1783653		2383370	
  307.1628		5490579		2588160		1805612		2386276	
  307.3591		5498470		2588317		1838173		2386276	
  307.5605		5484726		2590355		1855826		2384769	
  307.7569		5492931		2591191		1818636		2383154	
  307.9570		5485666		2591504		1846999		2383477	
  308.1548		5490526		2591557		1856149		2387245	
  308.3550		5491049		2591139		1812877		2384715	
  308.5514		5491520		2591243		1820143		2381325	
  308.7530		5506936		2591766		1821435		2386222	
  308.9492		5494237		2590251		1792641		2382885	
  309.1500		5492251		2588944		1797539		2384177	
  309.3465		3959854		2512486		7514032		2507963	
  309.5466		3955935		2513949		7414573		2511838	
  309.7434		3967118		2513740		7497294		2514045	
  309.9434		3943340		2510970		7446273		2514421	
  310.1414		3958861		2510657		7500631		2515552	
  310.3417		3951388		2512695		7501277		2515875	
  310.5385		3952224		2515099		7478350		2516413	
  310.7384		3939525		2511023		7565323		2515390	
  310.9358		3950656		2512904		7470600		2518942	
  311.1356		3945901		2512329		7460643		2517005	
  311.3327		3954419		2510970		7472376		2511999	
  311.5293		3958025		2513949		7473775		2515875	
  311.7296		3963722		2512695		7463711		2516359	
  311.9259		3961161		2512068		7493796		2513775	
  312.1275		3963042		2514681		7482548		2515498	
  312.3238		3951283		2513427		7481202		2511031	
  312.5240		3956405		2512747		7429966		2513507	
  312.7217		3956510		2513479		7517692		2517920	
  312.9220		3964140		2511807		7397889		2515014	
  313.1183		3961370		2518653		7486638		2514744	
  313.3189		3957137		2512277		7531416		2517112	
  313.5158		3957816		2514263		7557896		2516682	
  313.7161		3959750		2512486		7498156		2517328	
  313.9146		3958705		2513374		7443528		2511192	
  314.1130		3962729		2512329		7409514		2515229	
  314.3103		3953479		2512643		7474313		2512807	
  314.5111		3955255		2514890		7418286		2515982	
  314.7080		3951074		2513583		7488306		2514960	
  314.9078		3961318		2512904		7400580		2509847	
  315.1050		3960325		2511702		7490298		2514690	
  315.3049		3948827		2512068		7495788		2516682	
  315.5019		3963931		2512800		7525819		2513560	
  315.6983		3956405		2514785		7483355		2516790	
  315.9000		3954994		2512434		7422861		2512860	
  316.0965		3969261		2513166		7488091		2517220	
  316.2988		3958966		2512277		7470653		2514529	
  316.4948		3961266		2512225		7474690		2514744	
  316.6949		3955935		2511807		7496918		2513076	
  316.8915		3955726		2513166		7420278		2515767	
  317.0914		3957293		2512643		7629100		2518296	
  317.2876		3964662		2512747		7409514		2517597	
  317.4903		3948827		2510395		7418394		2516843	
  317.6857		3965080		2509978		7515539		2511623	
  317.8864		3959436		2513845		7489544		2516682	
  318.0895		3953113		2511389		7519468		2519104	
  318.2832		3947834		2513218		7467317		2513722	
  318.4797		3951493		2512381		7348805		2509309	
  318.6801		3959802		2510866		7447672		2521633	
  318.8766		3954001		2515465		7423992		2513937	
  319.0781		3951022		2513061		7441483		2515067	
  319.2752		3956092		2512852		7513494		2511515	
  319.4755		3963617		2511075		7427059		2516467	
  319.6722		3951388		2512852		7492989		2515767	
  319.8744		3960743		2512016		7463818		2517005	
  320.0697		3955621		2512956		7397674		2515390	
  320.2660		3955778		2513218		7469523		2511892	
  320.4664		3955569		2513583		7381904		2512430	
  320.6625		3950604		2513583		7483947		2513076	
  320.8644		3951127		2514420		7443851		2514529	
  321.0607		3955778		2512591		7452624		2517597	
  321.2608		3963304		2512747		7445035		2516520	
  321.4577		3953165		2514211		7370925		2514314	
  321.6584		3953583		2512591		7494119		2514421	
  321.8547		3953374		2511441		7479857		2518566	
  322.0559		3963722		2513113		7469039		2514906	
  322.2526		3956144		2512486		7498586		2514152	
  322.4538		3951806		2515465		7468824		2515283	
  322.6494		3949402		2513009		7466886		2514637	
  322.8506		3950656		2512172		7450794		2511731	
  323.0471		3963251		2510448		7558057		2515767	
  323.2475		3942242		2509507		7495411		2512322	
  323.4441		3953844		2509716		7480287		2515605	
  323.6446		3955778		2512956		7463442		2513668	
  323.8415		3954524		2512956		7435886		2519427	
  324.0417		3959541		2512800		7500039		2511138	
  324.2386		3952172		2511023		7501923		2515067	
  324.4396		3953165		2514681		7408868		2513883	
  324.6361		3955151		2514629		7492558		2514637	
  324.8362		3957659		2513636		7480772		2517058	
  325.0330		3949036		2513322		7482225		2518781	
  325.2306		3963408		2513793		7462042		2510923	
  325.4308		3956144		2512904		7496971		2514583	
  325.6270		3956562		2514054		7445843		2515875	
  325.8287		3952015		2513270		7540888		2517597	
  326.0247		3955987		2511963		7505529		2520342	
  326.2261		3943653		2511023		7430288		2508501	
  326.4216		3953113		2511911		7365920		2507425	
  326.6224		3957659		2516928		7505260		2513022	
  326.8187		3959018		2512172		7517262		2513991	
  327.0203		3943235		2513479		7429750		2513076	
  327.2168		3956092		2511598		7465056		2511407	
  327.4174		3956405		2513374		7498747		2517651	
  327.6140		3957973		2511650		7486692		2516843	
  327.8138		3953792		2513583		7455369		2516305	
  328.0105		3960116		2511127		7594009		2517058	
  328.2119		3950291		2513166		7410698		2514852	
  328.4086		3968425		2514158		7464195		2519481	
  328.6088		3953008		2512852		7521137		2514314	
  328.8060		3957137		2513740		7541481		2520342	
  329.0059		3952120		2514106		7498048		2512968	
  329.2033		3957607		2512277		7471030		2514529	
  329.4027		3956614		2513427		7436801		2514206	
  329.6000		3947364		2511545		7490190		2518189	
  329.7972		3955151		2509821		7392345		2516843	
  329.9981		3959697		2513113		7409460		2510062	
  330.1947		3955517		2514890		7476412		2517543	
  330.3951		3956301		2516040		7529156		2515229	
  330.5916		3957032		2513793		7485669		2513237	
  330.7928		3953949		2511180		7428835		2515498	
  330.9883		3945169		2512120		7491912		2517651	
  331.1901		3959541		2513949		7531685		2518135	
  331.3856		3947050		2510239		7423238		2514421	
  331.5871		3950813		2512800		7413443		2510385	
  331.7839		3954733		2513374		7460051		2515229	
  331.9841		3957503		2515726		7471514		2517005	
  332.1807		3959436		2513427		7509942		2520611	
  332.3809		3968373		2512904		7471891		2512107	
  332.5776		3961422		2512434		7434271		2514852	
  332.7786		3958391		2511755		7511557		2514690	
  332.9762		3950186		2512695		7471030		2513883	
  333.1761		3938741		2512381		7488091		2514475	
  333.3729		3954681		2509612		7546271		2515982	
  333.5693		5491258		2593177		1829884		2386437	
  333.7696		5494603		2591818		1797539		2384607	
  333.9658		5491101		2592602		1819820		2381271	
  334.1676		5484830		2592184		1823265		2383854	
  334.3650		5482531		2591766		1810617		2383262	
  334.5642		5485353		2589310		1757551		2385253	
  334.7606		5495387		2589571		1826063		2383531	
  334.9617		5486973		2590616		1774450		2386599	
  335.1604		5489063		2591296		1835213		2386653	
  335.3592		5486293		2589780		1797539		2380894	
  335.5558		5488175		2589519		1788228		2386114	
  335.7560		5495178		2591348		1761641		2384016	
  335.9542		5490004		2593856		1781393		2386437	
  336.1539		5487966		2590355		1825686		2388052	
  336.3499		5474326		2590878		1789196		2382401	
  336.5515		5482113		2591034		1814869		2387998	
  336.7483		5485927		2588630		1853135		2383746	
  336.9482		5487704		2590668		1827570		2383639	
  337.1451		5485301		2590041		1792749		2384500	
  337.3454		5486189		2587637		1791350		2380517	
  337.5424		5481172		2589310		1799207		2378311	
  337.7388		5476207		2587324		1810994		2383101	
  337.9392		5476468		2590093		1765785		2383101	
  338.1362		5479029		2589257		1755613		2384231	
  338.3383		5479761		2589048		1731286		2382347	
  338.5336		5475214		2587428		1766054		2380140	
  338.7340		5467845		2591452		1774073		2379818	
  338.9315		5489377		2590146		1798400		2382885	
  339.1334		5481015		2591504		1801522		2386707	
  339.3279		5477200		2588892		1804428		2383639	
  339.5292		5480702		2589153		1841779		2383531	
  339.7258		5489638		2589362		1642052		2381809	
  339.9258		5490370		2590251		1670524		2381540	
  340.1222		5497268		2591400		1829239		2387514	
  340.3240		5508818		2593491		1769983		2385845	
  340.5206		5492774		2592707		1871487		2383531	
  340.7206		5497530		2590198		1666864		2380733	
  340.9176		5494603		2588474		1547168		2381271	
  341.1178		5492931		2589048		1668478		2384877	
  341.3148		5483210		2589414		1572517		2382132	
  341.5148		5498313		2589728		1532206		2381001	
  341.7114		5493871		2591818		1484737		2382939	
  341.9079		5492042		2590093		1607985		2386168	
  342.1092		5486398		2590668		1582850		2381647	
  342.3062		5502024		2588787		1576392		2380733	
  342.5060		5496066		2588630		1538180		2380948	
  342.7035		5492408		2589623		1325106		2379818	
  342.9038		5491415		2591243		1336893		2375942	
  343.1002		5487652		2592393		1381779		2379441	
  343.3029		5489638		2591766		1296528		2373736	
  343.4979		5486398		2593386		1263052		2373682	
  343.6989		5498157		2591870		1321393		2381755	
  343.8945		5504533		2590982		1351855		2378903	
  344.0973		5501501		2592184		1235388		2374705	
  344.2982		5507459		2589937		1271663		2374759	
  344.4931		5503801		2590721		1305247		2373682	
  344.6896		5505787		2592027		1303040		2370937	
  344.8899		5508818		2589519		1280490		2377772	
  345.0867		5498732		2590564		1295344		2379710	
  345.2879		5500822		2594640		1295775		2372337	
  345.4847		5495700		2589362		1215637		2381055	
  345.6858		5490526		2591766		1223387		2375297	
  345.8819		5500352		2592916		1287648		2371529	
  346.0819		5495753		2593125		1269026		2376750	
  346.2792		5498836		2588421		1377527		2378795	
  346.4756		5498261		2589728		1305462		2376803	
